"","equipment","manufacturer","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_category","registration_aviation","operation_phase","type_operation","fu","occuence_year","classification"
"80","AIRPLANE","MCDONNELL DOUGLAS","JET",3,617999,301,1993,"TPR","REGULAR","RUN AFTER LANDING","REGULAR","DF",2006,"ACCIDENT"
"81","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1970,"TPX","AEROTAXI","FINAL STRETCH","AEROTAXI","PA",2006,"ACCIDENT"
"82","AIRPLANE","EMBRAER","UNKNOWN",0,0,0,0,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","SP",2006,"ACCIDENT"
"83","AIRPLANE","AIRBUS INDUSTRIE","JET",2,169755,183,1993,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","RS",2006,"SERIOUS INCIDENT"
"84","AIRPLANE","PIPER AIRCRAFT","PISTON",2,3999,6,1972,"TPP","PRIVATE","UNKNOWN","PRIVATE","ES",2006,"ACCIDENT"
"85","AIRPLANE","EMBRAER","PISTON",2,4750,6,1984,"TPP","PRIVATE","LANDING","PRIVATE","GO",2006,"ACCIDENT"
"86","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,4149,7,1992,"TPP","PRIVATE","LANDING","PRIVATE","SP",2006,"ACCIDENT"
"87","AIRPLANE","AMERICAN CHAMPION","PISTON",1,1649,2,1973,"TPP","PRIVATE","CRUISE","PRIVATE","DF",2006,"SERIOUS INCIDENT"
"88","AIRPLANE","AERO BOERO","PISTON",1,1860,2,1992,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","RS",2006,"SERIOUS INCIDENT"
"89","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1997,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","RS",2006,"ACCIDENT"
"90","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4960,6,1996,"TPX","AEROTAXI","LANDING","AEROTAXI","GO",2006,"ACCIDENT"
"91","AIRPLANE","EMBRAER","PISTON",2,4570,6,1978,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","AM",2006,"ACCIDENT"
"92","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2299,4,1971,"TPP","PRIVATE","UNKNOWN","PRIVATE","DF",2006,"ACCIDENT"
"93","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1997,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2006,"ACCIDENT"
"94","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1962,"PIN","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","RS",2006,"SERIOUS INCIDENT"
"95","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1598,2,1973,"PRI","INSTRUCTION","ANOTHER PHASE","INSTRUCTION","SP",2006,"ACCIDENT"
"96","AIRPLANE","BOEING COMPANY","JET",2,134997,151,1990,"TPR","REGULAR","UNKNOWN","REGULAR","SP",2006,"SERIOUS INCIDENT"
"97","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1974,"TPP","PRIVATE","UNKNOWN","PRIVATE","MS",2006,"ACCIDENT"
"98","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1499,2,1951,"PRI","INSTRUCTION","UNKNOWN","INSTRUCTION","RS",2006,"SERIOUS INCIDENT"
"99","AIRPLANE","AEROMOT","PISTON",1,1984,2,2005,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","RJ",2006,"ACCIDENT"
"100","AIRPLANE","EMBRAER","JET",2,42328,0,0,"EXT","UNKNOWN","UNKNOWN","UNKNOWN","PA",2006,"SERIOUS INCIDENT"
"101","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1986,"TPP","PRIVATE","LOW ALTITUDE NAVIGATION","PRIVATE","MT",2006,"ACCIDENT"
"102","AIRPLANE","AIR TRACTOR","TURBOPROP",1,8000,1,1991,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","PA",2006,"ACCIDENT"
"103","AIRPLANE","EMBRAER","PISTON",2,4570,7,1980,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","AM",2006,"SERIOUS INCIDENT"
"104","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1990,"SAE-AG","AGRICULTURAL","UNKNOWN","AGRICULTURAL","MT",2006,"SERIOUS INCIDENT"
"105","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1997,"SAE","SPECIALIZED","SPECIALIZED","SPECIALIZED","SP",2007,"ACCIDENT"
"106","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3600,6,1986,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","PR",2007,"ACCIDENT"
"107","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5299,6,1966,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","MG",2007,"ACCIDENT"
"108","AIRPLANE","RAYTHEON AIRCRAFT","JET",2,16133,11,2006,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","PR",2007,"ACCIDENT"
"109","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1983,"SAE-AG","AGRICULTURAL","LOW ALTITUDE NAVIGATION","AGRICULTURAL","RS",2006,"ACCIDENT"
"110","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2949,4,1970,"TPP","PRIVATE","UNKNOWN","PRIVATE","MA",2007,"ACCIDENT"
"111","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1976,"SAE-AG","AGRICULTURAL","LOW ALTITUDE NAVIGATION","AGRICULTURAL","BA",2007,"ACCIDENT"
"112","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4199,1,1974,"SAE","SPECIALIZED","ANOTHER PHASE","SPECIALIZED","SP",2007,"ACCIDENT"
"113","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,7,1985,"TPP","PRIVATE","CRUISE","PRIVATE","MT",2007,"ACCIDENT"
"114","AIRPLANE","PIPER AIRCRAFT","PISTON",2,0,0,0,"***","UNKNOWN","UNKNOWN","UNKNOWN","PE",2007,"ACCIDENT"
"115","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1977,"SAE-AG","AGRICULTURAL","ANOTHER PHASE","AGRICULTURAL","MA",2007,"ACCIDENT"
"116","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1971,"TPX","AEROTAXI","LANDING","AEROTAXI","PE",2007,"SERIOUS INCIDENT"
"117","AIRPLANE","CESSNA AIRCRAFT","PISTON",2,5200,6,1966,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","CE",2007,"ACCIDENT"
"118","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,6,1990,"ADE","DIRECT ADMINISTRATION","FINAL APPROXIMATION","NOT REGULAR","RJ",2007,"ACCIDENT"
"119","AIRPLANE","TWIN COMMANDER","PISTON",2,6750,8,1972,"TPX","AEROTAXI","DESCEND","AEROTAXI","BA",2007,"ACCIDENT"
"120","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3000,4,1976,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MS",2007,"ACCIDENT"
"121","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2006,"TPP","PRIVATE","RUSH IN THE AIR","PRIVATE","MA",2007,"ACCIDENT"
"122","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1974,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","RR",2007,"ACCIDENT"
"123","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3849,6,1985,"TPP","PRIVATE","TAKEOFF","PRIVATE","GO",2007,"ACCIDENT"
"124","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2799,4,1964,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2007,"ACCIDENT"
"125","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4629,6,1986,"ADE","DIRECT ADMINISTRATION","MANEUVER","POLICIAL","ES",2007,"ACCIDENT"
"126","AIRPLANE","EMBRAER","TURBOPROP",2,8000,10,1986,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","BA",2007,"ACCIDENT"
"127","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1993,"TPP","PRIVATE","LOW ALTITUDE NAVIGATION","PRIVATE","AL",2007,"ACCIDENT"
"128","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1979,"TPX","AEROTAXI","CRUISE","AEROTAXI","PA",2007,"ACCIDENT"
"129","AIRPLANE","EMBRAER","PISTON",2,4570,7,1981,"TPX","AEROTAXI","LANDING","AEROTAXI","BA",2007,"SERIOUS INCIDENT"
"130","AIRPLANE","BOEING COMPANY","JET",2,134997,148,1988,"TPR","REGULAR","UNKNOWN","REGULAR","CE",2007,"SERIOUS INCIDENT"
"131","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1968,"TPX","AEROTAXI","CRUISE","AEROTAXI","SP",2007,"ACCIDENT"
"132","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1963,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SP",2007,"ACCIDENT"
"133","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4354,6,0,"TPP","PRIVATE","ASCENSION","PRIVATE","GO",2007,"ACCIDENT"
"134","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3600,6,1971,"TPP","PRIVATE","DESCEND","PRIVATE","BA",2007,"ACCIDENT"
"135","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1998,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2007,"ACCIDENT"
"136","AIRPLANE","EMBRAER","PISTON",2,4750,7,1989,"TPP","PRIVATE","TRAFFIC CIRCUIT","PRIVATE","SP",2007,"ACCIDENT"
"137","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4629,6,1995,"TPP","PRIVATE","CRUISE","PRIVATE","RJ",2006,"SERIOUS INCIDENT"
"138","AIRPLANE","BEECH AIRCRAFT","PISTON",1,2550,4,1947,"TPP","PRIVATE","TAKEOFF","PRIVATE","BA",2007,"ACCIDENT"
"139","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1995,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2007,"ACCIDENT"
"140","GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","WITHOUT TRACTION",0,1245,2,1988,"PRI","INSTRUCTION","UNKNOWN","INSTRUCTION","SP",2007,"ACCIDENT"
"141","AIRPLANE","PIPER AIRCRAFT","PISTON",2,3999,6,1974,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RJ",2007,"SERIOUS INCIDENT"
"142","AIRPLANE","EMBRAER","TURBOPROP",2,12500,20,1981,"TPR","REGULAR","ASCENSION","REGULAR","PA",2007,"SERIOUS INCIDENT"
"143","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2802,4,1969,"TPP","PRIVATE","UNKNOWN","PRIVATE","GO",2006,"ACCIDENT"
"144","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2799,4,1973,"TPP","PRIVATE","TAKEOFF","PRIVATE","MS",2007,"ACCIDENT"
"145","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",2,9299,8,1997,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","SP",2007,"SERIOUS INCIDENT"
"146","AIRPLANE","BOEING COMPANY","JET",2,136999,156,1987,"TPR","REGULAR","UNKNOWN","REGULAR","BA",2007,"SERIOUS INCIDENT"
"147","AIRPLANE","EMBRAER","PISTON",2,4570,7,1980,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","SP",2007,"ACCIDENT"
"148","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1993,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MT",2007,"ACCIDENT"
"149","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3802,6,1984,"TPP","PRIVATE","TAKEOFF","PRIVATE","PA",2007,"ACCIDENT"
"150","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,2000,"TPP","PRIVATE","LOW ALTITUDE NAVIGATION","PRIVATE","TO",2007,"ACCIDENT"
"151","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3600,6,1974,"TPP","PRIVATE","TAKEOFF","PRIVATE","PA",2007,"ACCIDENT"
"152","AIRPLANE","AIRBUS INDUSTRIE","JET",2,169755,185,1998,"TPR","REGULAR","LANDING","REGULAR","SP",2007,"ACCIDENT"
"153","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,36817,50,1990,"TPR","REGULAR","LANDING","REGULAR","SP",2007,"ACCIDENT"
"154","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2200,1,1948,"SAE-AP","SPECIALIZED","ANOTHER PHASE","SPECIALIZED","RJ",2007,"ACCIDENT"
"155","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3399,7,1977,"TPX","AEROTAXI","CRUISE","AEROTAXI","MA",2007,"ACCIDENT"
"156","AIRPLANE","EMBRAER","TURBOPROP",2,12345,17,1976,"TPX","AEROTAXI","TAXI","AEROTAXI","RJ",2007,"ACCIDENT"
"157","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2200,4,1958,"PRI","INSTRUCTION","ASCENSION","INSTRUCTION","RJ",2007,"ACCIDENT"
"158","AIRPLANE","XAVANTE","PISTON",1,1851,2,1976,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","GO",2007,"ACCIDENT"
"159","AIRPLANE","EMBRAER","PISTON",2,4570,6,1980,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","AL",2007,"ACCIDENT"
"160","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4629,6,1989,"AIF","INDIRECT ADMINISTRATION","LANDING","PRIVATE","MT",2007,"ACCIDENT"
"161","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1990,"PIN","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","SC",2006,"SERIOUS INCIDENT"
"162","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8750,11,2001,"ADF","DIRECT ADMINISTRATION","MANEUVER","POLICIAL","GO",2006,"SERIOUS INCIDENT"
"163","AIRPLANE","PIPER AIRCRAFT","PISTON",2,3600,6,1968,"TPP","PRIVATE","CRUISE","PRIVATE","PR",2006,"SERIOUS INCIDENT"
"164","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"SAE","SPECIALIZED","LANDING","SPECIALIZED","RS",2007,"SERIOUS INCIDENT"
"165","AIRPLANE","EMBRAER","PISTON",2,4570,6,1977,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","AM",2007,"SERIOUS INCIDENT"
"166","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5299,6,1974,"TPP","PRIVATE","LANDING","PRIVATE","PI",2007,"SERIOUS INCIDENT"
"167","AIRPLANE","EMBRAER","TURBOPROP",2,8000,10,1985,"TPX","AEROTAXI","LANDING","AEROTAXI","BA",2007,"SERIOUS INCIDENT"
"168","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2002,"SAE-AG","AGRICULTURAL","LOW ALTITUDE NAVIGATION","AGRICULTURAL","MT",2007,"ACCIDENT"
"169","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2949,4,1972,"TPP","PRIVATE","UNKNOWN","PRIVATE","MG",2007,"SERIOUS INCIDENT"
"170","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1981,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","RS",2007,"SERIOUS INCIDENT"
"171","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,36817,49,1987,"TPR","REGULAR","ASCENSION","REGULAR","SP",2007,"SERIOUS INCIDENT"
"172","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3000,4,1962,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","ES",2007,"ACCIDENT"
"173","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1971,"TPX","AEROTAXI","RUSH ON THE GROUND","AEROTAXI","PA",2007,"ACCIDENT"
"174","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,4,1975,"TPP","PRIVATE","CRUISE","PRIVATE","PR",2007,"ACCIDENT"
"175","AIRPLANE","EMBRAER","PISTON",2,4570,7,1978,"TPX","AEROTAXI","LANDING","AEROTAXI","AM",2007,"ACCIDENT"
"176","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,4960,6,1985,"PRI","INSTRUCTION","HOVERING","POLICIAL","DF",2007,"ACCIDENT"
"177","AIRPLANE","EMBRAER","PISTON",2,4570,7,1977,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","AC",2007,"ACCIDENT"
"178","AIRPLANE","EMBRAER","TURBOPROP",2,12500,19,1981,"TPX","AEROTAXI","ASCENSION","AEROTAXI","PR",2007,"ACCIDENT"
"179","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1983,"TPP","PRIVATE","UNKNOWN","PRIVATE","GO",2007,"SERIOUS INCIDENT"
"180","AIRPLANE","BOEING COMPANY","JET",2,174164,188,2006,"TPR","REGULAR","CRUISE","REGULAR","MT",2006,"ACCIDENT"
"181","AIRPLANE","EMBRAER","JET",2,49603,15,2006,"TPP","PRIVATE","CRUISE","PRIVATE","MT",2006,"ACCIDENT"
"182","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2649,4,0,"TPP","PRIVATE","UNKNOWN","PRIVATE","TO",2007,"ACCIDENT"
"183","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1976,"TPX","AEROTAXI","ASCENSION","AEROTAXI","PA",2007,"ACCIDENT"
"184","AIRPLANE","CESSNA AIRCRAFT","PISTON",2,5299,6,1973,"TPX","AEROTAXI","LANDING","AEROTAXI","BA",2007,"ACCIDENT"
"185","AIRPLANE","BEECH AIRCRAFT","PISTON",2,6724,6,1969,"TPP","PRIVATE","CRUISE","PRIVATE","GO",2007,"ACCIDENT"
"186","HELICOPTER","SIKORSKY AIRCRAFT","TURBOSHAFT",2,10500,7,1983,"TPX","AEROTAXI","TAXI","AEROTAXI","MG",2007,"ACCIDENT"
"187","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",2,9479,10,2007,"TPP","PRIVATE","ENGINE START","PRIVATE","MG",2007,"ACCIDENT"
"188","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1300,2,1992,"SAE","SPECIALIZED","FINAL APPROXIMATION","SPECIALIZED","SP",2007,"ACCIDENT"
"189","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2007,"ACCIDENT"
"190","AIRPLANE","AEROMOT","PISTON",1,1763,2,1987,"TPP","PRIVATE","TAKEOFF","PRIVATE","SC",2007,"ACCIDENT"
"191","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1973,"TPX","AEROTAXI","CRUISE","AEROTAXI","RJ",2007,"ACCIDENT"
"192","AIRPLANE","BEECH AIRCRAFT","TURBOPROP",2,9649,10,1981,"TPX","AEROTAXI","DESCEND","AEROTAXI","SP",2007,"SERIOUS INCIDENT"
"193","AIRPLANE","MITSUBISHI","TURBOPROP",2,9920,7,1972,"TPX","AEROTAXI","CRUISE","AEROTAXI","PA",2007,"SERIOUS INCIDENT"
"194","AIRPLANE","FOKKER","JET",2,97995,107,1992,"TPR","REGULAR","CRUISE","REGULAR","SP",2007,"SERIOUS INCIDENT"
"195","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1972,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","PA",2007,"SERIOUS INCIDENT"
"196","AIRPLANE","AIR TRACTOR","PISTON",1,0,1,2003,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MS",2007,"ACCIDENT"
"197","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1981,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MT",2007,"ACCIDENT"
"198","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3399,7,1980,"TPP","PRIVATE","CRUISE","PRIVATE","AC",2007,"SERIOUS INCIDENT"
"199","AIRPLANE","CESSNA AIRCRAFT","JET",2,15099,11,1987,"TPX","AEROTAXI","LANDING","AEROTAXI","EX",2007,"ACCIDENT"
"200","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,5,1983,"TPP","PRIVATE","CRUISE","PRIVATE","CE",2006,"ACCIDENT"
"201","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4199,1,1978,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","RS",2007,"ACCIDENT"
"202","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1976,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","RS",2007,"ACCIDENT"
"203","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4221,1,1975,"SAE-AG","AGRICULTURAL","ASCENSION","AGRICULTURAL","TO",2007,"ACCIDENT"
"204","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1997,"TPP","PRIVATE","LANDING","PRIVATE","TO",2007,"ACCIDENT"
"205","AIRPLANE","LEARJET","JET",2,18300,10,1981,"TPX","AEROTAXI","ASCENSION","AEROTAXI","SP",2007,"ACCIDENT"
"206","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1985,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","RS",2007,"ACCIDENT"
"207","AIRPLANE","EMBRAER","PISTON",2,4570,6,1980,"TPX","AEROTAXI","RUSH IN THE AIR","AEROTAXI","AM",2007,"ACCIDENT"
"208","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2004,"TPP","PRIVATE","ASCENSION","AGRICULTURAL","MS",2007,"ACCIDENT"
"209","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1997,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2007,"ACCIDENT"
"210","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2149,4,1974,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","BA",2007,"ACCIDENT"
"211","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1996,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2007,"ACCIDENT"
"212","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2649,4,1961,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","PR",2007,"ACCIDENT"
"213","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1962,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","SC",2007,"ACCIDENT"
"214","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","MG",2007,"ACCIDENT"
"215","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,2001,"TPP","PRIVATE","TAKEOFF","PRIVATE","MG",2007,"ACCIDENT"
"216","AIRPLANE","AIRBUS INDUSTRIE","JET",2,169755,166,2006,"TPR","REGULAR","ASCENSION","REGULAR","RN",2007,"SERIOUS INCIDENT"
"217","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2403,4,1973,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2007,"ACCIDENT"
"218","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2007,"TPP","PRIVATE","LANDING","PRIVATE","TO",2007,"ACCIDENT"
"219","AIRPLANE","CESSNA AIRCRAFT","PISTON",2,6300,7,1968,"TPP","PRIVATE","FINAL STRETCH","PRIVATE","SP",2007,"ACCIDENT"
"220","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1974,"TPX","AEROTAXI","UNKNOWN","AEROTAXI","EX",2007,"ACCIDENT"
"221","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4750,6,2001,"TPX","AEROTAXI","LANDING","AEROTAXI","CE",2007,"ACCIDENT"
"222","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1976,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MG",2008,"ACCIDENT"
"223","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,5000,7,1997,"TPP","PRIVATE","LANDING","PRIVATE","RJ",2008,"ACCIDENT"
"224","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2004,"TPP","PRIVATE","ASCENSION","AGRICULTURAL","MT",2008,"ACCIDENT"
"225","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3201,5,1992,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2007,"ACCIDENT"
"226","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,7,1989,"TPP","PRIVATE","CRUISE","PRIVATE","MT",2007,"ACCIDENT"
"227","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1499,2,1954,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","GO",2007,"ACCIDENT"
"228","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1499,2,1953,"SAE-AP","SPECIALIZED","ANOTHER PHASE","SPECIALIZED","RS",2008,"ACCIDENT"
"229","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1988,"TPX","AEROTAXI","LANDING","AEROTAXI","MS",2008,"ACCIDENT"
"230","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1974,"TPP","PRIVATE","TAKEOFF","PRIVATE","PA",2008,"ACCIDENT"
"231","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2398,4,1998,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","BA",2008,"ACCIDENT"
"232","AIRPLANE","AIRBUS INDUSTRIE","JET",2,513676,242,2005,"TPR","REGULAR","DESCEND","REGULAR","SP",2006,"SERIOUS INCIDENT"
"233","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1979,"SAE-AG","AGRICULTURAL","LOW ALTITUDE NAVIGATION","AGRICULTURAL","BA",2008,"ACCIDENT"
"234","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4199,1,1979,"SAE-AG","AGRICULTURAL","ENGINE OR ROTOR CHECKING","AGRICULTURAL","PA",2008,"ACCIDENT"
"235","AIRPLANE","BOEING COMPANY","JET",4,327004,7,1966,"TPN","NOT REGULAR","TAKEOFF","REGULAR","DF",2008,"SERIOUS INCIDENT"
"236","AIRPLANE","LET AIRCRAFT INDUSTRIES","TURBOPROP",2,14550,21,2007,"TPR","REGULAR","DESCEND","REGULAR","RS",2008,"SERIOUS INCIDENT"
"237","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",2,20502,27,2002,"TPX","AEROTAXI","ASCENSION","AEROTAXI","RJ",2008,"ACCIDENT"
"238","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,3780,5,2000,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2008,"ACCIDENT"
